SITE_NO,TSITE_NO,SHORT_NAME,RSQA_STUDY,STATION_NM,ECO_LAT,ECO_LONG,r50_EcoReach_km,r50_Area_km2,r50_DevelopedHigh2011,r50_DevelopedMed2011,r50_DevelopedLow2011,r50_DevelopedOpen2011,r50_BarrenLand2011,r50_DeciduousForest2011,r50_EvergreenForest2011,r50_MixedForest2011,r50_GrasslandHerb2011,r50_ShrubScrub2011,r50_CultivatedCrops2011,r50_PastureHay2011,r50_WoodyWetlands2011,r50_EmerHerbWetlands2011,r50_OpenWater2011,r50_SumAreaNLCD2011,r50_UrbanLMH2011,r50_CanopyCover2011,r50_Imperviousness2011,r50_Dev_CommServices2012,r50_Dev_IndusMilitary2012,r50_Dev_MajorTransp2012,r50_Dev_Other2012,r50_Dev_Recreation2012,r50_Dev_ResidHigh2012,r50_Dev_ResidLowMed2012,r50_SemiDev_AnthroOth2012,r50_SemiDev_UrbHigh2012,r50_SemiDev_UrbLowMed2012,r50_Prod_Crops2012,r50_Prod_GrazingPot2012,r50_Prod_Mining2012,r50_Prod_PastureHay2012,r50_LowUse2012,r50_VeryLowUse_Conserv2012,r50_Water2012,r50_Wetlands2012,r50_SumAreaNWALT2012,r50_Total_Urban,r50_Total_Ag,r50_HousDensityBLK2010,r50_PopDensityBLK2010,r50_RoadDensity2013,r50_RoadDensity2014,r50_RoadDensity2015,r50_RoadDensity2016,r50_RoadDensity2017
12072660,T12072660,WA_Olalla,PNSQA,"OLALLA CREEK AT BURLEY OLALLA ROAD NEAR OLALLA, WA",47.431000,-122.573917,1.110,0.115,0.00,0.00,6.20,12.40,0.00,9.30,10.85,7.75,3.10,0.78,0.00,0.00,49.61,0.00,0.00,,,67.91,2.93,0.00,0.00,0.00,0.00,0.00,0.00,8.53,,0.00,91.47,0.00,0.00,0.00,0.00,0.00,,,0.00,116100,8.53,0.00,47.722,123.865,,,1.862,,
12072679,T12072679,WA_Crescent,PNSQA,"CRESCENT CR AT CRESCENT VAL DR NR GIG HARBOR, WA",47.362917,-122.578500,1.105,0.116,0.00,0.00,2.36,61.42,0.00,3.15,6.30,5.51,0.00,0.00,0.00,0.00,21.26,0.00,0.00,,,56.94,5.72,0.00,0.00,0.00,0.00,0.00,0.00,59.06,,0.00,40.94,0.00,0.00,0.00,0.00,0.00,,,0.00,114300,59.06,0.00,54.436,131.751,,,9.250,,
12073500,T12073500,WA_Huge,PNSQA,"HUGE CREEK NEAR WAUNA, WA",47.393700,-122.702900,1.227,0.127,0.00,0.00,0.70,4.23,0.00,26.06,7.04,21.13,0.00,2.82,0.00,0.00,38.03,0.00,0.00,,,75.34,0.44,0.00,0.00,0.00,0.00,0.00,0.00,2.82,,0.00,94.37,0.00,0.00,0.00,0.00,0.00,,,2.82,127800,2.82,0.00,38.472,100.191,,,1.248,,
12073525,T12073525,WA_Minter.ECO,PNSQA,"MINTER CREEK ABOVE HATCHERY DAM NEAR MINTER, WA",47.380717,-122.700750,1.603,0.164,0.00,0.00,0.00,6.45,0.00,27.42,9.68,16.67,0.00,0.00,0.00,0.00,39.78,0.00,0.00,,,76.12,0.52,0.00,0.00,0.00,0.00,0.00,0.00,8.06,,0.00,88.17,0.00,0.00,0.00,0.00,0.00,,,3.76,167400,8.06,0.00,46.399,112.056,,,0.871,,
12073895,T12073895,WA_Coulter,PNSQA,"COULTER CREEK NEAR ALLYN, WA",47.413933,-122.814000,1.526,0.153,0.00,0.00,5.29,20.59,0.00,15.29,3.53,0.59,2.94,7.06,0.00,0.00,41.18,3.53,0.00,,,58.46,3.53,0.00,0.00,0.00,0.00,0.00,0.00,27.06,,0.00,61.18,0.00,0.00,0.00,0.00,9.41,,,2.35,153000,27.06,0.00,56.997,137.431,,,4.049,,
12080800,T12080800,WA_Woodland,PNSQA,"WOODLAND CREEK BELOW DRAHAM ROAD NEAR LACEY, WA",47.058833,-122.804183,1.673,0.171,1.05,3.16,4.74,8.95,0.00,33.16,4.21,17.89,0.00,5.79,0.00,0.00,21.05,0.00,0.00,,,64.25,6.09,0.00,2.11,6.32,0.00,0.00,0.00,7.37,,38.42,41.58,0.00,0.00,0.00,0.00,4.21,,,0.00,171000,54.21,0.00,58.446,144.423,,,2.742,,
12102212,T12102212,WA_Swan,PNSQA,"SWAN CREEK AT PIONEER WAY TACOMA, WA",47.222917,-122.394367,0.967,0.101,0.00,0.00,0.00,45.05,0.00,42.34,0.00,9.91,0.00,0.00,0.00,0.00,2.70,0.00,0.00,,,72.05,2.05,0.00,0.00,0.00,5.41,19.82,0.00,9.01,,65.77,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,99900,100.00,0.00,57.440,154.338,,,,,
12107950,T12107950,WA_NFNewaukum,PNSQA,"NORTH FORK NEWAUKUM CREEK NEAR ENUMCLAW, WA",47.235383,-121.928167,0.690,0.072,0.00,0.00,0.00,0.00,0.00,10.98,0.00,40.24,0.00,13.41,0.00,0.00,35.37,0.00,0.00,,,72.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,,0.00,73800,0.00,0.00,6.437,13.679,,,3.098,,
12110495,T12110495,WA_Jenkins,PNSQA,"JENKINS CREEK NEAR COVINGTION, WA",47.348667,-122.117550,1.664,0.170,5.29,5.29,14.81,37.57,0.00,7.41,0.00,6.35,0.00,0.00,0.00,5.29,17.99,0.00,0.00,,,36.56,16.58,0.53,28.04,1.06,1.06,0.00,0.00,14.81,,43.92,0.00,0.00,0.00,0.00,10.58,0.00,,,0.00,170100,89.42,10.58,55.275,137.183,,,2.574,,
12112600,T12112600,WA_BigSoos,PNSQA,"BIG SOOS CREEK ABOVE HATCHERY NEAR AUBURN, WA",47.316583,-122.154033,2.270,0.228,0.00,1.18,15.75,26.38,0.00,11.02,0.79,38.58,0.39,5.91,0.00,0.00,0.00,0.00,0.00,,,55.71,7.98,0.79,0.00,0.00,3.15,0.00,0.00,37.80,,0.00,55.51,0.00,0.00,0.00,0.00,2.76,,,0.00,228600,41.73,0.00,25.254,68.502,,,4.045,,
12113205,T12113205,WA_MillAuburn,PNSQA,"MILL CREEK AT PEASLEY CANYON RD S NR AUBURN, WA",47.303400,-122.268317,0.851,0.088,0.00,4.00,21.00,52.00,0.00,2.00,14.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,57.86,14.83,0.00,0.00,28.00,0.00,0.00,0.00,11.00,,61.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,90000,100.00,0.00,17.628,58.973,,,14.354,,
12113347,T12113347,WA_MillKent,PNSQA,"MILL CREEK AT EARTHWORKS PARK AT KENT, WA",47.378433,-122.217500,0.825,0.086,0.00,3.16,3.16,3.16,0.00,16.84,5.26,68.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,69.03,3.47,0.00,0.00,5.26,0.00,10.53,0.00,0.00,,84.21,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,85500,100.00,0.00,110.783,271.856,,,0.164,,
12113490,T12113490,WA_Longfellow,PNSQA,"LONGFELLOW CREEK AB GENESEE ST NR WEST SEATTLE, WA",47.560083,-122.367800,0.957,0.099,0.00,0.00,0.00,53.21,0.00,2.75,0.00,1.83,0.00,0.00,0.00,0.00,42.20,0.00,0.00,,,47.45,3.94,0.00,0.00,0.00,0.00,50.46,5.50,0.00,,40.37,0.00,0.00,0.00,0.00,0.00,0.00,,,3.67,98100,96.33,0.00,72.387,151.132,,,,,
12117695,T12117695,WA_RockCedar,PNSQA,"ROCK CREEK AT CEDAR FALLS ROAD NEAR LANDSBURG, WA",47.406850,-121.897467,0.890,0.093,0.00,0.00,0.00,0.00,0.00,0.00,29.41,70.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,76.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,,0.00,91800,0.00,0.00,0.000,0.000,,,0.407,,
12118525,T12118525,WA_Taylor,PNSQA,"TAYLOR CREEK ABV 236th AVE SE AT MAPLE VALLEY, WA",47.408450,-122.031800,1.057,0.106,0.85,8.55,18.80,23.93,0.00,0.00,0.00,47.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,44.62,14.64,6.84,0.00,11.11,16.24,0.00,0.00,13.68,,0.00,0.00,0.00,0.00,0.00,0.00,52.14,,,0.00,105300,47.86,0.00,40.611,114.188,,,11.550,,
12119495,T12119495,WA_May,PNSQA,"MAY CREEK BELOW HONEY DEW CREEK NEAR RENTON, WA",47.518983,-122.190483,1.525,0.151,0.00,0.00,2.44,15.24,0.00,74.39,2.44,5.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,68.54,1.76,0.00,0.00,0.00,0.00,17.68,0.00,3.66,,78.66,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,147600,100.00,0.00,239.447,588.008,,,6.027,,
12119705,T12119705,WA_Coal,PNSQA,"COAL CREEK AT BELLEVUE, WA",47.565600,-122.176967,1.247,0.125,2.16,7.19,11.51,14.39,0.00,60.43,0.00,4.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,54.09,11.20,0.00,0.00,17.99,0.00,12.23,5.04,0.00,,64.75,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,125100,100.00,0.00,274.480,597.055,,,6.449,,
12120000,T12120000,WA_Mercer,PNSQA,"MERCER CREEK NEAR BELLEVUE, WA",47.601967,-122.173650,1.507,0.152,0.00,1.74,16.86,28.49,0.00,5.23,0.00,2.33,0.00,0.00,0.00,0.00,23.84,21.51,0.00,,,37.88,9.21,2.33,0.00,3.49,0.00,18.60,1.16,4.65,,65.70,0.00,0.00,0.00,0.00,0.00,1.16,,,2.91,154800,95.93,0.00,12.073,34.652,,,7.275,,
12120500,T12120500,WA_Juanita,PNSQA,"JUANITA CREEK NEAR KIRKLAND, WA",47.710200,-122.211283,1.225,0.125,1.47,18.38,58.09,22.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,45.38,34.12,31.62,0.00,0.00,0.00,5.88,62.50,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,122400,100.00,0.00,2288.319,3775.875,,,9.567,,
12120600,T12120600,WA_Issaquah,PNSQA,"ISSAQUAH CREEK NEAR HOBART, WA",47.453317,-121.999900,1.667,0.162,0.00,0.00,2.22,6.67,0.00,10.00,0.56,35.00,0.00,35.00,0.00,6.67,3.89,0.00,0.00,,,44.96,1.34,1.11,0.00,0.00,0.00,0.00,0.00,4.44,,0.00,85.00,0.00,0.00,0.00,3.33,5.56,,,0.56,162000,5.56,3.33,24.080,78.807,,,1.829,,
12121504,T12121504,WA_EFIssaquah,PNSQA,"E FORK ISSAQUAH CR ABV 3RD AVE NE AT ISSAQUAH, WA",47.532267,-122.023417,1.383,0.141,5.10,31.85,27.39,25.48,0.00,0.00,1.91,8.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,35.03,36.97,14.01,1.91,61.78,0.00,0.00,5.73,0.00,,16.56,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,141300,100.00,0.00,133.699,252.176,,,21.801,,
12121570,T12121570,WA_NFIssaquah,PNSQA,"NORTH FORK ISSAQUAH CREEK AT ISSAQUAH, WA",47.546283,-122.030033,1.084,0.112,3.94,16.54,14.96,11.02,0.79,3.94,18.11,29.92,0.79,0.00,0.00,0.00,0.00,0.00,0.00,,,50.61,20.37,0.00,34.65,0.00,0.00,0.00,0.00,7.87,,47.24,7.87,0.00,0.00,0.79,0.00,1.57,,,0.00,114300,89.76,0.00,59.900,150.363,,,9.806,,
12123100,T12123100,WA_Cottage,PNSQA,"COTTAGE LAKE CREEK AB BEAR CREEK NEAR REDMOND, WA",47.722600,-122.083033,1.483,0.151,0.00,0.00,8.09,26.01,0.00,8.09,3.47,2.89,0.00,0.00,0.00,0.00,51.45,0.00,0.00,,,56.54,4.77,3.47,0.00,0.00,0.00,0.00,0.00,31.79,,59.54,5.20,0.00,0.00,0.00,0.00,0.00,,,0.00,155700,94.80,0.00,80.769,218.775,,,2.578,,
12124490,T12124490,WA_BearRed,PNSQA,"BEAR CREEK AT UNION HILL RD AT REDMOND, WA",47.678783,-122.097283,2.080,0.201,0.90,11.76,10.41,11.31,0.00,0.00,0.00,0.00,4.98,6.33,2.71,24.89,10.86,15.84,0.00,,,23.95,12.84,14.03,3.62,2.71,0.90,0.00,0.00,27.15,,31.22,0.00,1.36,0.00,0.00,19.00,0.00,,,0.00,198900,79.64,20.36,201.004,313.384,,,2.537,,
12125500,T12125500,WA_BearWood,PNSQA,"BEAR CREEK AT WOODINVILLE, WA",47.761217,-122.158833,1.602,0.157,6.29,25.71,26.29,34.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.43,0.00,,,28.65,34.62,57.71,5.71,21.71,1.71,0.00,0.00,2.29,,10.86,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,157500,100.00,0.00,10.093,36.589,,,7.818,,
12126910,T12126910,WA_Swamp,PNSQA,"SWAMP CREEK NEAR MOUNTLAKE TERRACE, WA",47.797367,-122.255833,1.718,0.174,0.00,0.00,23.12,35.68,0.00,6.53,0.50,13.57,0.00,0.00,0.00,0.00,20.60,0.00,0.00,,,55.60,11.07,0.00,0.00,0.00,0.00,0.00,6.53,57.29,,36.18,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,179100,100.00,0.00,405.666,1101.780,,,2.790,,
12128000,T12128000,WA_Thornton,PNSQA,"THORNTON CREEK NEAR SEATTLE, WA",47.701733,-122.282750,1.492,0.151,0.00,14.63,68.90,16.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,37.44,32.54,10.37,0.00,0.00,1.22,0.00,88.41,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,147600,100.00,0.00,862.188,2162.524,,,11.801,,
12128040,T12128040,WA_Pipers,PNSQA,"PIPERS CREEK AT CARKEEK PARK, AT SEATTLE, WA",47.710783,-122.371283,0.785,0.082,0.00,0.00,6.59,10.99,0.00,36.26,0.00,1.10,0.00,0.00,0.00,0.00,45.05,0.00,0.00,,,64.27,3.71,0.00,0.00,0.00,0.00,10.99,0.00,0.00,,80.22,0.00,0.00,0.00,0.00,0.00,0.00,,,8.79,81900,91.21,0.00,203.724,500.487,,,6.668,,
12145970,T12145970,WA_Patterson,PNSQA,"PATTERSON CREEK ABV CANYON CREEK NR FALL CITY, WA",47.589950,-121.956100,1.437,0.141,0.00,3.21,23.72,35.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.21,23.72,10.90,0.00,,,19.91,12.38,0.00,0.00,39.10,3.85,2.56,0.00,0.64,,0.00,10.90,0.00,0.00,0.00,6.41,36.54,,,0.00,140400,46.15,6.41,11.564,33.090,,,11.464,,
12149490,T12149490,WA_Harris,PNSQA,"HARRIS CREEK ABOVE NE 108TH ST NR CARNATION, WA",47.699517,-121.899550,1.297,0.133,0.00,0.00,10.00,24.67,0.00,3.33,30.00,28.67,0.00,0.00,0.00,0.00,3.33,0.00,0.00,,,61.85,5.36,0.00,0.00,0.00,6.00,0.00,0.00,14.00,,0.00,44.00,0.00,0.00,0.00,0.00,36.00,,,0.00,135000,20.00,0.00,33.951,80.888,,,4.006,,
12150495,T12150495,WA_Cherry,PNSQA,"CHERRY CREEK BELOW MARGARET CREEK NEAR DUVALL, WA",47.740300,-121.932650,1.701,0.171,0.00,0.00,1.08,4.30,0.00,22.58,5.38,65.05,0.00,1.61,0.00,0.00,0.00,0.00,0.00,,,61.51,0.90,0.00,0.00,0.00,0.00,0.00,0.00,2.15,,0.00,97.85,0.00,0.00,0.00,0.00,0.00,,,0.00,167400,2.15,0.00,16.933,39.822,,,0.745,,
12155050,T12155050,WA_Dubuque,PNSQA,"DUBUQUE CREEK BLW PANTHER CREEK NR LK STEVENS, WA",47.991100,-122.026817,1.522,0.152,0.00,0.00,17.06,28.82,0.00,24.12,18.24,7.06,0.59,0.00,0.00,1.18,2.94,0.00,0.00,,,55.53,7.94,0.00,0.00,0.00,0.00,0.00,0.00,34.71,,0.00,61.18,0.00,0.00,0.00,1.76,2.35,,,0.00,153000,34.71,1.76,72.934,220.319,,,6.064,,
12158040,T12158040,WA_Tulalip,PNSQA,"TULALIP CREEK NEAR TULALIP, WA",48.075217,-122.284233,1.607,0.166,0.00,0.00,0.00,4.35,0.00,4.89,0.00,7.07,4.35,1.63,0.00,7.07,59.24,11.41,0.00,,,43.04,0.47,0.00,0.00,0.00,0.00,0.00,0.00,5.43,,0.00,48.91,0.00,1.63,0.00,8.70,12.50,,,22.83,165600,5.43,10.33,10.113,36.523,,,0.626,,
12170000,T12170000,WA_Church,PNSQA,"CHURCH CREEK NEAR STANWOOD, WA",48.239267,-122.324733,1.473,0.151,0.00,0.00,7.27,10.30,0.00,22.42,0.61,15.15,0.00,0.61,0.00,1.21,42.42,0.00,0.00,,,65.97,3.43,4.85,0.00,0.00,0.00,0.00,2.42,13.94,,20.61,22.42,0.00,0.61,0.00,1.82,30.91,,,2.42,148500,41.82,2.42,97.955,216.133,,,2.032,,
12200017,T12200017,WA_Nooky,PNSQA,"EF NOOKACHAMPS CREEK AT HWY 9 NR CLEAR LAKE, WA",48.440417,-122.243983,1.963,0.199,0.00,0.00,2.27,3.64,0.00,10.45,0.00,3.64,6.36,7.27,0.91,0.00,40.00,25.45,0.00,,,44.20,1.20,0.00,0.00,0.00,5.00,0.00,0.00,0.45,,0.00,2.27,0.00,0.91,0.00,0.00,74.09,,,17.27,198000,5.45,0.91,12.188,25.532,,,1.221,,
12202300,T12202300,WA_Olsen,PNSQA,"OLSEN CREEK NEAR BELLINGHAM, WA",48.753233,-122.348017,1.005,0.104,0.00,0.00,6.14,11.40,0.00,8.77,13.16,19.30,5.26,12.28,0.00,0.00,23.68,0.00,0.00,,,56.56,2.63,0.00,0.00,0.00,0.00,0.00,0.00,9.65,,0.00,49.12,0.00,0.00,0.00,0.00,38.60,,,2.63,102600,9.65,0.00,32.448,93.484,,,0.055,,
12204010,T12204010,WA_Squalicum,PNSQA,"SQUALICUM CREEK NEAR MOUTH AT BELLINGHAM, WA",48.771983,-122.493750,1.762,0.179,0.00,8.59,46.97,40.91,0.00,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.02,0.00,,,47.07,24.85,64.14,0.00,3.03,2.02,5.05,23.23,0.00,,2.53,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,178200,100.00,0.00,256.193,406.371,,,9.701,,
12212001,T12212001,WA_Fishtrap,PNSQA,"FISHTRAP CREEK AT AARON RD NR LYNDEN, WA",48.968300,-122.430483,1.738,0.175,0.00,3.11,13.47,4.66,0.00,0.00,0.00,0.00,0.00,0.00,24.87,53.89,0.00,0.00,0.00,,,13.74,6.62,0.00,0.00,0.00,0.00,0.00,13.99,4.66,,0.00,0.00,22.80,0.00,0.00,58.55,0.00,,,0.00,173700,18.65,81.35,303.375,640.837,,,4.910,,
12212450,T12212450,WA_Bertrand,PNSQA,"BERTRAND CREEK AT WEST BADGER ROAD NEAR LYNDEN, WA",48.968183,-122.507967,1.861,0.186,0.00,0.00,2.37,4.74,0.00,38.39,4.74,5.69,0.00,4.74,0.00,17.54,21.80,0.00,0.00,,,46.34,1.02,0.00,0.00,0.00,9.00,2.84,0.00,0.00,,0.00,0.00,0.00,3.32,0.00,17.06,67.77,,,0.00,189900,11.85,20.38,18.997,55.866,,,1.170,,
12212895,T12212895,WA_Tenmile,PNSQA,"TENMILE CREEK ABOVE FOURMILE CREEK NR FERNDALE, WA",48.867400,-122.473917,1.546,0.155,0.00,0.00,3.41,1.14,0.00,0.00,0.00,0.00,0.00,1.70,0.00,76.70,17.05,0.00,0.00,,,7.59,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,2.27,4.55,0.00,80.68,12.50,,,0.00,158400,0.00,87.50,15.709,32.362,,,1.541,,
14142800,T14142800,OR_Beaver,PNSQA,"BEAVER CREEK AT TROUTDALE, OR",45.515250,-122.390867,1.452,0.143,0.00,2.47,8.64,3.70,0.00,0.00,6.79,0.00,0.00,0.62,0.00,0.00,77.78,0.00,0.00,,,60.99,4.76,5.56,0.00,0.00,0.00,0.00,4.32,0.00,,84.57,0.00,0.62,0.00,0.00,0.00,4.94,,,0.00,145800,94.44,0.62,131.089,285.580,,,0.984,,
14194300,T14194300,OR_NYamhill,PNSQA,"NORTH YAMHILL RIVER NEAR FAIRDALE, OR",45.366067,-123.385017,1.397,0.143,0.00,0.00,0.00,5.06,0.00,0.63,8.23,39.24,0.00,46.84,0.00,0.00,0.00,0.00,0.00,,,83.31,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,,0.00,142200,0.00,0.00,8.208,24.517,,,2.851,,
14201300,T14201300,OR_Zollner,PNSQA,"ZOLLNER CREEK NEAR MT ANGEL, OR",45.095717,-122.817383,1.593,0.159,0.00,0.00,1.13,2.82,0.00,0.56,3.39,0.00,0.00,19.77,6.21,24.29,41.24,0.56,0.00,,,25.74,0.60,0.00,0.00,0.00,2.26,0.00,0.00,0.00,,0.00,0.00,6.21,7.91,0.00,32.77,50.85,,,0.00,159300,2.26,46.89,9.175,42.830,,,,,
14202920,T14202920,OR_Sain,PNSQA,"SAIN CREEK NEAR GASTON, OR",45.480317,-123.248117,1.426,0.146,0.00,0.00,0.00,7.05,0.00,0.00,8.33,75.00,0.64,8.97,0.00,0.00,0.00,0.00,0.00,,,74.40,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,,0.00,140400,0.00,0.00,1.743,4.170,,,0.119,,
14205400,T14205400,OR_EFDairy,PNSQA,"EAST FORK DAIRY CREEK NEAR MEACHAM CORNER, OR",45.687417,-123.070517,1.942,0.195,0.00,0.00,0.92,4.13,0.00,2.29,0.00,13.76,0.00,0.46,3.21,27.52,47.71,0.00,0.00,,,39.53,0.69,1.38,0.00,0.00,1.83,0.00,0.00,0.00,,0.00,0.00,5.50,4.13,0.00,38.99,48.17,,,0.00,196200,3.21,48.62,8.865,9.195,,,0.194,,
14206950,T14206950,OR_Fanno,PNSQA,"FANNO CREEK AT DURHAM, OR",45.406300,-122.754700,1.908,0.181,3.47,10.40,18.81,30.20,0.00,0.00,3.47,0.00,2.48,0.00,0.00,0.00,31.19,0.00,0.00,,,37.12,19.25,50.50,3.47,2.97,0.99,1.98,10.40,0.00,,29.70,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,181800,100.00,0.00,280.124,855.737,,,1.892,,
14211499,T14211499,OR_Kelley,PNSQA,"KELLEY CREEK AT SE 159TH DRIVE AT PORTLAND, OR",45.472433,-122.496800,1.103,0.113,0.00,4.72,25.20,23.62,0.00,0.00,12.60,13.39,0.00,0.00,0.00,5.51,14.96,0.00,0.00,,,50.97,13.24,3.15,0.00,0.00,4.72,0.00,0.00,32.28,,22.83,6.30,0.00,0.00,0.00,5.51,25.20,,,0.00,114300,62.99,5.51,128.737,414.855,,,6.775,,
14211902,T14211902,WA_Burnt,PNSQA,"BURNT BRIDGE CREEK NEAR MOUTH AT VANCOUVER, WA",45.657733,-122.664217,1.830,0.183,4.88,19.02,43.90,17.56,0.00,1.95,0.00,0.00,0.98,1.95,0.00,4.39,5.37,0.00,0.00,,,33.10,32.15,2.93,10.24,17.07,7.32,8.78,0.00,31.71,,18.54,0.00,0.00,0.00,0.00,3.41,0.00,,,0.00,184500,96.59,3.41,133.663,369.305,,,7.964,,
440257123103200,T440257123103200,OR_Amazon,PNSQA,"AMAZON CREEK NEAR DANEBO ROAD AT EUGENE, OR",44.049617,-123.167883,1.701,0.174,16.24,31.98,48.22,2.54,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.51,0.00,0.00,0.00,,,0.00,51.49,51.27,21.32,6.60,10.15,0.00,0.00,9.64,,0.00,0.00,0.00,0.00,0.00,1.02,0.00,,,0.00,177300,98.98,1.02,20.527,38.922,,,4.053,,
440656122491200,T440656122491200,OR_Camp,PNSQA,"CAMP CREEK AT UPPER CAMP CR RD, NR WALTERVILLE, OR",44.120350,-122.806717,1.421,0.145,0.00,0.00,0.00,0.00,0.00,1.23,21.47,0.00,22.70,15.34,39.26,0.00,0.00,0.00,0.00,,,52.20,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,39.88,0.00,0.00,0.00,60.12,,,0.00,146700,0.00,39.88,17.552,63.151,,,2.482,,
441033122524900,T441033122524900,OR_Parsons,PNSQA,"PARSONS CREEK AT PARSONS CREEK RD, NR MARCOLA, OR",44.185217,-122.893583,1.603,0.163,0.00,0.00,0.00,0.00,0.00,1.09,40.44,8.20,22.40,3.83,14.75,9.29,0.00,0.00,0.00,,,51.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,15.85,8.20,0.00,8.74,67.21,,,0.00,164700,0.00,32.79,51.721,98.050,,,0.897,,
441205122501000,T441205122501000,OR_Mohawk,PNSQA,"MOHAWK RIVER AT PASCHELKE RD, NEAR MABEL, OR",44.208500,-122.830583,2.312,0.234,0.00,0.00,0.00,29.96,0.00,0.00,15.18,5.84,33.07,3.50,3.11,9.34,0.00,0.00,0.00,,,50.82,0.69,0.00,0.00,0.00,8.17,0.00,0.00,0.00,,0.00,0.00,5.84,7.39,0.00,18.68,59.92,,,0.00,231300,8.17,31.91,8.549,19.304,,,4.383,,
442349122440300,T442349122440300,OR_Ames,PNSQA,"AMES CREEK AT HWY 20, AT SWEET HOME, OR",44.394100,-122.727533,1.477,0.149,1.23,12.35,25.31,15.43,0.00,7.41,14.20,6.17,16.05,0.00,1.85,0.00,0.00,0.00,0.00,,,30.22,19.68,8.02,0.00,3.70,0.00,7.41,0.00,32.10,,0.00,46.30,2.47,0.00,0.00,0.00,0.00,,,0.00,145800,51.23,2.47,477.167,1041.477,,,6.453,,
443243123265400,T443243123265400,OR_Woods,PNSQA,"WOODS CREEK AT WOODS CREEK RD, NEAR PHILOMATH, OR",44.544217,-123.456283,1.217,0.125,0.00,0.00,1.38,16.55,0.00,0.00,6.90,74.48,0.00,0.69,0.00,0.00,0.00,0.00,0.00,,,71.47,1.83,0.00,0.00,0.00,4.83,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,95.17,,,0.00,130500,4.83,0.00,18.389,38.873,,,10.228,,
443423123153700,T443423123153700,OR_Dixon,PNSQA,"DIXON CREEK AT NW 8TH ST, AT CORVALLIS, OR",44.574933,-123.265050,1.037,0.107,21.37,35.04,36.75,6.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,9.21,56.44,37.61,24.79,0.85,2.56,0.00,0.00,34.19,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,105300,100.00,0.00,443.464,932.900,,,8.245,,
443436123023600,T443436123023600,OR_Oak,PNSQA,"OAK CREEK AT FRY RD SE, NEAR ALBANY, OR",44.574267,-123.033150,1.890,0.189,0.00,0.00,0.48,0.00,0.00,0.00,0.48,0.00,0.00,0.00,6.19,54.29,38.57,0.00,0.00,,,14.07,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,5.24,7.62,0.00,57.62,29.52,,,0.00,189000,0.00,70.48,3.254,6.018,,,1.933,,
