SITE_NO,TSITE_NO,SHORT_NAME,RSQA_STUDY,STATION_NM,LB_BasinGIS_km2,LB_DevelopedHigh2011,LB_DevelopedMed2011,LB_DevelopedLow2011,LB_DevelopedOpen2011,LB_BarrenLand2011,LB_DeciduousForest2011,LB_EvergreenForest2011,LB_MixedForest2011,LB_GrasslandHerb2011,LB_ShrubScrub2011,LB_CultivatedCrops2011,LB_PastureHay2011,LB_WoodyWetlands2011,LB_EmerHerbWetlands2011,LB_OpenWater2011,LB_SumAreaNLCD2011,LB_Canopy2011,LB_Imperviousness2001,LB_Imperviousness2006,LB_Imperviousness2011,LB_Dev_CommServices2012,LB_Dev_IndusMilitary2012,LB_Dev_MajorTransp2012,LB_Dev_Other2012,LB_Dev_Recreation2012,LB_Dev_ResidHigh2012,LB_Dev_ResidLowMed2012,LB_SemiDev_AnthroOth2012,LB_SemiDev_UrbHigh2012,LB_SemiDev_UrbLowMed2012,LB_Prod_Crops2012,LB_Prod_GrazingPot2012,LB_Prod_Mining2012,LB_Prod_PastureHay2012,LB_LowUse2012,LB_VeryLowUse_Conserv2012,LB_Water2012,LB_Wetlands2012,LB_SumAreaNWALT2012,LB_Dense_Urban,LB_Total_Urban,LB_CSQA_Total_Urban,LB_Extended_Urban,LB_Crops,LB_Total_Ag,LB_Total_Developed,LB_Total_Low_Use,LB_LU_cat_calc,LB_LU_cat,LB_Major_LU,LB_GolfCourseArea,LB_UrbanAge_mean,LB_UrbanAge_PCT_1940,LB_UrbanAge_PCT_1950,LB_UrbanAge_PCT_1960,LB_UrbanAge_PCT_1970,LB_UrbanAge_PCT_1980,LB_UrbanAge_PCT_1990,LB_UrbanAge_PCT_2000,LB_UrbanAge_PCT_2010,LB_UrbanAge_PCT_NonUrban,LB_UrbanAge_SUM_AREA,LB_DamDensity2016,LB_DamMajDensity2016,LB_DamNIDstorage2016,LB_DamNORMALstorage2016,LB_DamNumMajDams2016,LB_NumDams2016,LB_BaseFlowIndex,LB_DunneOverlandFlow,LB_HortonOverlandFlow,LB_IndexSubsFlowContact,LB_TopogWetnessIndex,LB_Runoff2016,LB_Runoff2017,LB_Stream_Ephemeral,LB_Stream_Intermittent,LB_Stream_Perennial,LB_Stream_StreamRiver,LB_StreamDensity,LB_N_AtmosphDepos2016,LB_N_AtmosphDepos2017,LB_N_FertFarm2012,LB_N_FertNonFarm2012,LB_N_Manure2012,LB_N_NPDES_2012,LB_NumFacilities2012,LB_NumMajorFacilities2012,LB_P_FertFarm2012,LB_P_FertNonFarm2012,LB_P_Manure2012,LB_P_NPDES_2012,LB_Total_N,LB_Total_P,LB_AdjHouseIncome_mean,LB_HousingDensity2000,LB_HousingDensity2010,LB_PopDensity1990,LB_PopDensity2000,LB_PopDensity2010,LB_RoadDensity2016,LB_RoadDensity2017,LB_DepthToWaterTable,LB_AvailWaterCapacity,LB_BulkDensity,LB_KfactorUpperHorizon,LB_OrganicMatter,LB_Permeability,LB_SandContent,LB_SiltContent,LB_ClayContent,LB_RainfallErosivity,LB_SoilLoss_Afactor,LB_SoilThickness,LB_SRL25Agland,LB_Elev_MeanWatershed,LB_Slope,LB_TRI_NumOfChems2010,LB_TRI_NumOfFacil,LB_TRI_NumOfSuperFund,LB_TRI_SumLbs2010
01195490,T01195490,CT_Quinnipiac,NESQA,"QUINNIPIAC RIVER AT SOUTHINGTON, CT",23.069,3.87,14.12,23.15,24.48,0.05,21.53,1.62,0.80,3.69,1.00,0.00,1.05,4.16,0.23,0.26,23064646.14,41.83,20.63,21.29,22.25,7.56,3.79,5.52,0.37,2.04,3.96,42.57,0.00,27.87,3.37,0.00,0.03,0.00,0.95,1.01,0.00,0.25,0.70,23094000,16.87,93.69,65.81,97.05,0.00,0.98,98.04,1.96,Urban_high,Urban_high,Urban,0.235,1946,32.03,16.47,35.20,0.30,0.87,0.00,0.00,0.00,15.13,23070000,,0.000,5.026,0.849,0.000,1.000,50.371,3.377,2.370,51.553,9.094,430.837,,,0.02,0.66,0.00,0.958,2.703,,1961.139,14808.549,412.066,0.000,1,,163.053,1011.340,91.609,0.000,1015.110,54.879,58.962,222.394,245.283,499.617,515.499,560.532,9.577,,4.111,0.121,1.392,0.254,1.787,7.045,48.27,45.48,6.26,1514.021,58.280,56.299,2.202,70.781,5.577,10,7,1,1030.000
01196620,T01196620,CT_MillHamden,NESQA,"MILL RIVER NEAR HAMDEN, CT",29.465,0.21,2.39,8.63,9.49,0.00,66.18,2.06,1.32,1.53,2.22,0.07,2.11,3.12,0.07,0.60,29483041.56,69.32,4.89,5.11,5.27,1.06,0.01,0.99,0.06,0.79,0.00,16.68,0.00,38.49,25.57,0.07,0.01,0.00,2.06,13.21,0.00,0.59,0.40,29520000,2.06,58.09,19.60,83.66,0.07,2.15,85.80,14.20,Urban_med,Urban_med,Urban,0.207,1954,10.99,27.03,7.36,0.00,0.00,0.00,0.00,8.38,46.25,29490000,,0.000,4.730,1.381,0.000,1.000,49.549,2.483,1.296,42.706,9.160,432.100,,,0.33,0.59,0.00,1.443,3.118,,8817.136,7483.934,2789.634,,,,733.076,511.117,604.754,,959.700,62.751,84.695,78.219,87.777,205.821,217.213,240.719,5.779,,4.131,0.137,1.399,0.271,2.845,5.232,43.89,48.70,7.41,1540.754,60.315,53.526,1.026,91.652,8.452,,,,
01199050,T01199050,CT_SalmonLime,NESQA,"SALMON CREEK AT LIME ROCK, CT",18.900,0.21,1.09,2.66,6.85,0.20,23.89,17.95,10.21,0.79,1.68,1.20,19.50,7.62,0.48,5.64,18910507.99,53.37,2.07,2.10,2.16,1.22,0.11,1.20,0.08,0.36,0.00,4.88,0.00,0.00,47.83,1.14,1.47,0.00,20.55,11.47,0.00,5.67,4.01,18867600,2.54,7.86,7.86,55.70,1.14,23.16,78.86,21.14,Urban_low,Urban_low,Urban,0.125,1935,8.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.74,18890000,,,,,,,49.462,2.985,2.617,40.698,8.496,399.000,,,0.00,0.85,0.00,1.505,2.824,,11393.213,752.361,11382.359,3174.360,1,,947.249,51.383,2521.439,471.295,1527.265,186.248,82.291,31.839,31.651,58.691,57.821,51.346,5.883,,4.738,0.129,1.465,0.239,3.626,4.063,39.69,51.72,8.59,1277.669,182.768,52.272,1.902,244.912,10.123,,,,
01203510,T01203510,CT_Pootatuck,NESQA,"POOTATUCK RIVER AT SANDY HOOK, CT",34.653,1.39,4.91,11.19,15.50,0.11,48.10,1.09,1.24,0.25,1.79,0.22,6.72,7.10,0.23,0.16,34662215.09,56.61,8.24,8.54,9.27,5.37,2.09,5.99,0.30,0.76,0.00,17.18,0.21,0.00,53.07,0.19,0.29,0.05,6.97,6.16,0.00,0.15,1.24,34664400,13.45,31.69,31.69,84.96,0.19,7.45,92.41,7.54,Urban_med,Urban_med,Urban,0.207,1968,18.47,7.53,0.00,21.47,13.79,3.72,18.70,5.51,10.82,34660000,,0.000,7.724,6.016,0.000,3.000,47.502,2.499,0.885,36.566,8.857,399.000,,,0.09,0.70,0.00,1.705,3.130,,8306.414,14005.618,6867.570,6790.254,1,1,690.614,956.515,1407.140,288.777,1155.028,88.137,64.975,67.879,76.645,191.344,204.731,218.001,10.259,,3.657,0.120,1.377,0.216,3.277,5.785,52.01,42.39,5.59,1620.200,74.429,56.591,6.735,137.608,7.797,3,5,,0.000
01208869,T01208869,CT_Rooster,NESQA,"Rooster River near Fairfield, CT",10.925,5.50,27.62,30.17,31.58,0.00,4.36,0.02,0.00,0.09,0.00,0.00,0.00,0.66,0.00,0.00,10923511.45,34.59,34.28,34.66,35.38,9.04,0.00,1.75,0.10,16.26,47.66,20.09,0.00,5.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10915200,10.78,100.00,94.89,100.00,0.00,0.00,100.00,0.00,Urban_high,Urban_high,Urban,1.219,1935,99.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,10930000,,,,,,,46.268,4.000,6.000,56.000,9.511,310.500,,,0.37,0.48,0.00,1.358,3.431,,0.000,12479.513,0.000,,,,0.000,852.289,0.000,,1485.399,78.014,64.655,622.430,651.739,1402.286,1563.046,1609.154,13.554,,3.872,0.127,1.410,0.206,3.000,4.052,47.72,46.15,6.13,1627.793,45.408,53.672,31.034,67.744,5.506,,,,
01208925,T01208925,CT_MillFair,NESQA,"MILL RIVER NEAR FAIRFIELD, CT",12.679,1.06,6.39,19.17,36.26,0.00,28.26,1.15,0.80,0.23,0.32,0.00,0.26,2.61,0.07,3.42,12677500.88,57.11,13.22,13.47,13.83,3.07,0.00,5.06,0.34,1.76,3.61,48.71,0.00,17.56,16.06,0.00,0.00,0.00,0.23,0.14,0.00,3.30,0.17,12668400,8.13,80.11,62.55,96.16,0.00,0.23,96.39,3.61,Urban_high,Urban_high,Urban,,1942,49.72,29.91,0.00,13.18,0.00,0.00,0.00,0.00,7.18,12670000,,7.887,1189.110,32.396,1.000,2.000,48.786,4.000,7.554,76.618,9.388,310.500,,,0.00,0.63,0.00,1.807,3.493,,114.764,10030.833,94.884,,,,9.542,685.056,19.441,,1156.982,56.316,107.170,206.468,220.881,536.714,580.253,617.269,13.025,,4.234,0.114,1.394,0.212,2.667,6.524,52.76,41.94,5.29,1622.741,116.537,55.119,0.000,52.577,7.451,,,,
01209700,T01209700,CT_Norwalk,NESQA,"NORWALK RIVER AT SOUTH WILTON, CT",12.791,2.47,6.37,8.35,20.41,0.00,53.28,0.89,0.71,0.55,1.00,0.00,0.67,4.48,0.00,0.81,12780994.36,59.61,9.86,10.04,10.51,7.52,1.15,5.18,0.25,1.63,0.00,20.92,0.00,22.38,36.63,0.00,0.06,0.00,0.73,2.36,0.00,0.79,0.39,12787200,13.85,59.04,36.66,95.66,0.00,0.79,96.45,3.55,Urban_med,Urban_med,Urban,0.128,1950,29.24,30.02,0.00,36.20,0.00,0.00,0.00,0.00,4.53,12790000,,,,,,,47.088,3.669,6.098,29.855,9.066,310.500,,,0.00,0.64,0.00,2.113,3.626,,288.460,5748.523,238.493,0.000,1,,23.983,392.596,48.866,0.000,853.235,36.390,104.837,117.348,128.322,256.083,288.613,310.670,9.598,,4.400,0.112,1.394,0.212,2.521,6.969,53.52,41.34,5.14,1629.720,61.639,54.863,1.094,81.089,5.564,1,3,,0.024
01209901,T01209901,CT_Rippowam,NESQA,"RIPPOWAM RIVER AT STAMFORD, CT.",11.652,3.98,17.52,29.73,35.20,0.00,11.16,1.20,0.13,0.00,0.06,0.00,0.15,0.52,0.04,0.29,11656965.21,44.50,26.32,26.94,27.54,11.24,0.00,8.55,0.28,1.51,8.93,55.78,0.00,13.22,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.31,0.06,11656800,19.80,99.51,86.29,99.51,0.00,0.12,99.63,0.37,Urban_high,Urban_high,Urban,0.108,1937,78.18,20.70,0.00,0.00,0.00,0.00,0.00,0.00,1.12,11640000,,,,,,,49.952,4.000,6.118,36.866,9.066,310.500,,,0.00,0.49,0.00,1.798,3.853,,62.034,12311.353,51.289,,,,5.158,840.805,10.509,,1451.616,73.502,91.720,351.305,405.876,853.060,920.105,1052.548,14.036,,4.264,0.109,1.392,0.215,2.573,7.512,54.33,40.61,5.05,1628.042,70.493,54.880,44.590,41.825,5.560,,,,
01342730,T01342730,NY_Steele,NESQA,STEELE CREEK AT ILION NY,24.273,0.01,0.10,0.83,4.92,0.00,35.03,2.71,10.81,5.16,8.61,8.38,18.95,2.61,1.06,0.83,24284969.22,45.45,0.52,0.55,0.55,0.22,0.00,0.03,1.16,0.64,0.31,0.55,0.00,0.15,1.59,8.73,2.71,0.00,19.21,63.77,0.00,0.86,0.07,24285600,0.25,3.05,2.91,4.64,8.73,30.66,35.29,64.71,Ag_low,Ag_low,Ag,0.129,1964,0.78,0.00,0.00,0.00,2.10,0.00,0.00,0.00,97.12,24270000,,8.240,53.408,37.401,2.000,3.000,51.009,3.000,3.000,158.401,9.255,431.000,,,0.00,0.97,0.00,1.241,3.930,,7462.847,335.999,19197.310,,,,1240.510,33.702,3796.060,,1505.214,208.883,49.026,13.934,16.040,35.353,36.064,37.115,3.697,,3.751,0.133,1.498,0.299,1.636,1.166,27.85,54.03,18.13,904.525,129.626,54.019,1.560,346.994,13.036,,,,
01349150,T01349150,NY_Canajoharie,NESQA,CANAJOHARIE CREEK NEAR CANAJOHARIE NY,40.863,0.01,0.11,0.96,5.02,0.00,12.04,0.47,3.14,0.45,0.39,20.43,48.02,6.32,2.63,0.01,40862824.24,19.48,0.60,0.61,0.61,0.04,0.00,0.50,0.52,1.15,0.00,0.18,0.00,0.00,0.12,21.57,1.96,0.00,49.50,24.05,0.00,0.01,0.40,40885200,0.54,2.39,2.39,2.51,21.57,73.04,75.55,24.45,Ag_low,Ag_low,Ag,0.492,1935,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.22,40900000,,,,,,,36.301,2.254,6.725,652.426,9.697,431.000,,,0.00,0.76,0.00,1.514,3.340,,47755.847,654.458,87952.011,,,,7938.192,65.655,17291.320,,3671.071,619.020,44.573,5.459,6.233,14.686,13.774,13.954,2.669,,0.952,0.153,1.384,0.405,3.259,0.566,15.35,52.11,32.54,930.664,94.863,57.603,17.040,233.678,5.121,0,1,,0.000
01356190,T01356190,NY_LishaKill,NESQA,LISHA KILL NORTHWEST OF NISKAYUNA NY,28.387,3.01,7.51,23.48,30.05,0.27,15.13,1.42,1.97,0.00,0.39,1.16,0.16,15.37,0.00,0.08,28393210.26,45.01,15.14,15.85,16.67,6.06,0.49,3.33,0.75,6.72,6.25,39.90,0.00,29.99,0.13,1.17,0.01,0.27,0.15,0.54,0.10,0.10,4.04,28404000,9.89,93.49,63.50,93.61,1.17,1.33,94.94,4.79,Urban_high,Urban_high,Urban,1.518,1937,84.78,0.00,0.00,0.00,3.66,0.00,0.00,0.00,11.56,28380000,,0.000,0.478,0.435,0.000,1.000,45.096,2.067,0.000,67.247,10.511,430.619,,,0.00,0.99,0.00,1.072,2.888,,368.432,16060.044,600.319,0.000,1,,61.243,1610.828,141.141,0.000,888.688,63.875,67.524,276.150,313.559,661.092,699.291,742.890,9.130,,3.457,0.099,1.399,0.250,1.007,8.059,50.04,37.18,12.78,945.758,15.042,47.169,2.270,105.352,3.080,1,2,,0.354
01359135,T01359135,NY_Patroon,NESQA,PATROON CREEK AT ALBANY NY,11.464,14.84,22.13,25.23,20.58,0.06,10.30,0.52,1.11,0.00,0.47,1.34,0.74,1.96,0.10,0.63,11458977.69,29.10,36.53,37.14,37.61,17.80,10.55,11.62,0.28,2.76,21.57,18.24,0.00,14.66,0.00,1.22,0.00,0.00,0.38,0.03,0.00,0.60,0.28,11466000,39.97,97.49,82.83,97.49,1.22,1.60,99.09,0.91,Urban_high,Urban_high,Urban,,1935,76.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.47,11460000,,0.000,79.621,73.058,0.000,3.000,45.314,2.715,0.000,172.496,10.418,406.500,,,0.00,0.90,0.00,0.927,2.793,,323.476,6705.687,512.551,,,,53.770,672.588,123.120,,937.164,74.099,50.205,496.892,500.913,1172.889,1110.659,1087.789,14.114,,2.415,0.122,1.391,0.336,1.527,4.083,31.91,49.07,19.02,964.155,24.226,25.254,0.586,74.871,5.052,0,2,,0.000
01362200,T01362200,NY_Esopus,NESQA,ESOPUS CREEK AT ALLABEN NY,38.285,0.00,0.04,0.36,2.28,0.00,86.82,1.75,7.31,0.08,0.00,0.06,0.19,1.06,0.03,0.03,38296186.03,83.00,0.21,0.21,0.22,0.06,0.00,1.06,0.17,0.03,0.00,0.31,0.00,0.00,7.61,0.07,0.01,0.00,0.21,90.44,0.00,0.04,0.00,38271600,1.12,1.63,1.63,9.24,0.07,0.28,9.52,90.48,Undeveloped,Undeveloped,Undeveloped,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,38260000,,,,,,,46.543,2.550,1.787,25.439,7.787,406.500,,,0.00,0.33,0.44,1.403,3.091,,143.996,464.758,126.915,,,,23.935,46.618,30.530,,328.298,2.640,43.971,5.830,7.748,7.245,7.755,9.540,1.907,,5.254,0.094,1.415,0.236,0.689,1.966,28.28,56.75,14.97,1187.847,273.271,37.017,0.000,592.987,32.682,,,,
01362497,T01362497,NY_LBeaver,NESQA,LITTLE BEAVER KILL AT BEECHFORD NEAR MT TREMPER NY,19.024,0.00,0.00,0.09,1.81,0.00,56.41,21.99,14.46,0.12,0.07,0.00,1.38,3.24,0.10,0.33,19030200.45,80.78,0.09,0.09,0.09,0.00,0.00,0.00,0.19,0.00,0.00,0.40,0.00,0.00,47.58,0.00,0.02,0.00,1.38,49.91,0.00,0.36,0.17,19022400,0.00,0.59,0.59,48.16,0.00,1.40,49.56,50.44,Urban_low,Urban_low,Urban,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,19070000,,,,,,,48.197,2.089,2.932,47.093,7.930,406.500,,,0.00,0.31,0.51,2.134,3.345,,401.526,164.610,353.897,,,,66.743,16.511,85.131,,382.882,8.851,59.295,12.579,12.793,17.716,19.129,17.828,2.405,,5.198,0.101,1.371,0.236,1.023,2.643,28.56,57.28,14.15,1404.894,139.180,33.481,4.663,380.191,21.954,,,,
01372040,T01372040,NY_Crum,NESQA,CRUM ELBOW CR AT HYDE PARK NY,7.510,0.78,6.05,7.82,11.43,0.00,53.75,3.01,1.10,0.00,1.60,1.08,5.32,8.00,0.06,0.00,7513626.38,62.88,7.32,7.50,7.88,1.34,1.25,0.00,0.00,0.62,0.00,21.58,0.00,9.88,54.29,1.15,0.05,0.00,5.42,1.92,0.00,0.00,2.49,7506000,2.59,34.68,24.80,88.97,1.15,6.62,95.59,4.41,Urban_med,Urban_med,Urban,,1963,18.32,0.00,0.00,43.45,35.29,0.00,0.00,0.00,2.94,7480000,,,,,,,48.948,4.000,4.981,163.454,9.025,359.900,,,0.12,0.81,0.00,1.804,3.302,,703.804,1203.793,750.114,,,,116.990,120.742,165.083,,684.048,53.636,60.356,119.076,124.559,260.213,266.236,265.368,9.017,,4.147,0.098,1.471,0.226,0.683,7.608,44.17,49.92,5.91,1326.004,13.550,53.457,8.917,80.749,5.390,,,,
01374559,T01374559,NY_WBCroton,NESQA,WEST BRANCH CROTON RIVER AT RICHARDSVILLE NY,23.640,0.00,0.05,0.17,5.86,0.00,68.63,4.71,0.79,0.00,1.21,0.00,1.90,11.52,0.23,4.92,23632510.34,78.44,0.23,0.23,0.23,0.05,0.00,0.82,0.08,0.14,0.00,1.69,0.00,0.00,55.09,0.00,0.00,0.00,1.99,28.46,0.00,4.91,6.78,23670000,0.87,2.77,2.77,57.86,0.00,1.99,59.85,40.15,Urban_low,Urban_low,Urban,,1995,0.00,0.00,0.00,0.00,0.00,0.00,5.21,0.00,94.79,23590000,,0.000,118.389,95.066,0.000,4.000,52.000,2.487,1.000,22.247,8.231,269.858,,,0.00,0.38,0.36,2.320,3.863,,282.529,864.110,632.656,,,,46.962,86.670,122.396,,461.569,10.830,94.853,14.207,15.417,29.464,32.184,30.951,4.607,,5.869,0.121,1.439,0.210,0.512,3.300,45.82,47.56,6.62,1417.244,43.146,39.231,6.175,253.724,12.792,,,,
01374890,T01374890,NY_Cross,NESQA,CROSS RIVER NEAR CROSS RIVER NY,29.557,0.05,0.20,1.01,13.43,0.00,58.13,5.38,0.98,0.30,1.13,0.00,5.45,9.29,0.51,4.15,29558636.79,71.43,0.94,0.95,0.98,0.58,0.00,0.11,0.15,1.59,0.00,11.05,0.00,0.00,38.18,0.00,0.01,0.00,5.58,33.85,0.00,4.05,4.84,29588400,0.69,13.48,13.48,51.66,0.00,5.60,57.26,42.74,Urban_low,Urban_low,Urban,0.315,1962,17.10,0.00,4.33,0.00,0.44,2.57,0.00,9.85,65.70,29530000,,0.000,30.048,16.693,0.000,1.000,45.529,3.334,3.018,45.608,9.066,264.800,,,0.00,0.54,0.23,2.283,3.416,,3194.620,7302.820,4288.558,,,,531.035,732.496,867.744,,841.823,72.108,125.933,44.104,46.741,120.870,117.440,114.482,3.911,,4.253,0.127,1.415,0.217,1.997,3.638,46.64,46.80,6.56,1564.929,46.535,48.129,6.394,165.530,11.035,,,,
01374930,T01374930,NY_Muscoot,NESQA,MUSCOOT RIVER AT BALDWIN PLACE NY,16.771,1.62,5.96,13.97,29.26,0.00,27.01,1.18,0.57,0.00,1.05,0.14,2.36,10.42,1.15,5.31,16785741.92,54.30,9.95,10.40,11.52,4.36,0.02,1.63,1.46,0.00,2.42,40.85,0.00,22.93,9.23,0.15,0.04,0.00,2.53,1.07,0.00,5.11,8.20,16779600,6.01,73.68,50.74,82.90,0.15,2.72,85.63,14.37,Urban_med,Urban_med,Urban,,1943,49.52,13.31,17.84,7.58,0.00,0.00,0.00,0.00,11.75,16760000,,5.963,1465.211,1312.380,1.000,3.000,51.094,3.000,3.000,69.262,8.830,264.800,,,0.00,0.63,0.13,1.510,3.389,,175.688,5226.971,608.994,390.853,1,,29.202,524.265,112.139,1.467,697.367,39.687,81.080,180.345,196.220,475.710,536.781,543.773,8.242,,2.221,0.141,1.379,0.244,2.711,2.068,44.21,48.24,7.56,1498.712,73.419,52.526,0.700,191.087,8.341,,,,
01374960,T01374960,NY_Hallocks,NESQA,HALLOCKS MILL BROOK AT YORKTOWN HEIGHTS NY,24.038,1.80,6.32,13.56,34.86,0.00,24.77,2.53,0.42,0.13,0.36,0.24,4.29,8.05,0.24,2.44,24035684.93,55.06,10.93,11.18,11.99,4.35,0.12,3.57,0.04,5.56,1.90,40.07,0.00,23.64,7.02,0.19,0.10,0.00,4.09,1.45,0.00,2.38,5.50,24015600,8.03,79.25,55.61,86.27,0.19,4.39,90.66,9.34,Urban_high,Urban_high,Urban,0.190,1953,58.36,0.00,1.21,0.75,0.00,0.00,19.67,4.75,15.26,23990000,,0.000,8.775,4.310,0.000,1.000,47.101,3.451,3.000,80.465,8.950,264.800,,,0.00,0.49,0.34,1.804,3.020,,2115.525,22218.635,2839.947,,,,351.659,2228.601,574.633,,1432.434,131.247,85.868,170.575,178.534,482.463,521.165,514.289,10.017,,2.130,0.141,1.377,0.245,2.766,2.037,44.17,48.25,7.58,1564.643,75.257,52.857,0.264,157.821,7.734,,,,
01376500,T01376500,NY_SawMill,NESQA,SAW MILL RIVER AT YONKERS NY,7.791,16.81,37.58,25.24,14.93,0.00,3.95,1.19,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,7793508.74,23.51,47.93,48.37,49.45,22.64,4.43,10.79,0.88,5.90,41.36,8.62,0.00,5.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7808400,37.85,100.00,94.61,100.00,0.00,0.00,100.00,0.00,Urban_high,Urban_high,Urban,0.022,1935,85.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.87,7800000,,0.000,1.742,1.108,0.000,1.000,43.037,3.983,10.000,114.000,9.230,288.486,,,0.00,0.49,0.00,1.380,3.616,,0.000,10220.602,0.000,0.000,2,,0.000,1025.159,0.000,0.000,1673.442,131.581,52.774,1399.532,1474.141,3496.182,3628.045,3728.163,19.765,,2.449,0.123,1.433,0.258,0.903,2.358,42.48,48.40,9.12,1656.868,205.961,24.171,-9999.000,62.720,9.824,4,6,,740.050
01390500,T01390500,NJ_Saddle,NESQA,Saddle River at Ridgewood NJ,12.225,0.05,1.47,7.55,45.11,0.00,29.02,0.27,0.00,0.00,0.00,0.72,0.00,15.56,0.00,0.24,12228429.19,53.25,4.81,5.11,5.55,2.13,0.09,4.78,0.56,0.27,9.77,37.67,0.00,43.84,0.00,0.62,0.00,0.00,0.00,0.00,0.00,0.27,0.00,12193200,7.00,99.11,55.27,99.11,0.62,0.62,99.73,0.27,Urban_high,Urban_high,Urban,,1949,34.83,0.16,51.84,11.45,0.00,0.00,0.00,0.00,1.72,12230000,,0.000,3.229,1.312,0.000,1.000,48.740,3.930,0.739,486.000,12.140,353.200,,,0.00,0.57,0.00,1.744,3.692,,2753.474,8988.621,98.826,,,,291.051,528.831,39.530,,1337.777,70.302,96.061,215.560,216.880,597.328,605.583,591.150,10.046,,3.260,0.132,1.361,0.254,2.107,5.115,42.08,47.44,10.48,1654.889,112.291,44.196,0.000,63.149,6.166,,,,
01391000,T01391000,NJ_Hohokus,NESQA,Hohokus Brook at Ho-Ho-Kus NJ,13.960,2.32,7.02,12.36,55.41,0.00,7.84,0.00,0.00,0.00,0.00,0.00,0.00,14.23,0.00,0.83,13955420.33,42.28,11.85,12.36,13.63,8.29,1.24,1.49,0.46,0.52,19.76,45.67,0.00,19.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,1.75,13975200,11.03,97.37,77.43,97.37,0.00,0.00,97.37,2.63,Urban_high,Urban_high,Urban,,1936,93.87,1.50,0.00,2.21,0.00,0.00,0.00,0.00,2.42,14030000,,0.000,5.036,5.036,0.000,1.000,47.996,3.016,0.000,222.266,9.722,353.200,,,0.00,0.55,0.00,1.738,3.858,,0.000,14155.981,0.000,96342.007,1,1,0.000,832.844,0.000,35073.342,1399.811,59.657,96.252,379.958,409.861,1062.693,1115.663,1140.574,9.990,,3.267,0.131,1.361,0.254,2.094,5.141,42.16,47.35,10.49,1660.058,40.976,44.156,0.000,88.848,3.687,0,3,,0.000
01414500,T01414500,NY_MillBrook,NESQA,MILL BROOK NEAR DUNRAVEN NY,20.599,0.00,0.00,0.01,1.60,0.00,74.48,6.98,8.03,2.66,0.00,1.67,4.43,0.04,0.10,0.00,20592501.97,70.75,0.04,0.04,0.04,0.03,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,1.71,0.14,0.00,4.44,93.51,0.00,0.00,0.00,20588400,0.03,0.19,0.19,0.19,1.71,6.29,6.49,93.51,Undeveloped,Undeveloped,Undeveloped,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,20610000,,,,,,,45.258,2.811,3.801,74.846,8.417,321.300,,,0.00,0.48,0.32,1.575,3.159,,425.809,37.343,2708.015,,,,70.780,3.747,585.329,,469.879,32.033,42.509,2.328,3.235,1.384,1.656,2.704,0.928,,5.330,0.094,1.421,0.241,0.745,1.120,24.66,60.10,15.24,988.256,163.556,37.182,0.000,609.105,24.726,,,,
01513550,T01513550,PA_Choconut,NESQA,"Choconut Creek near Choconut, PA",39.467,0.00,0.03,0.22,3.00,0.08,42.80,8.29,19.41,0.01,0.78,1.87,20.92,1.11,0.57,0.92,39471511.94,61.42,0.24,0.24,0.24,0.01,0.02,0.86,0.47,0.00,0.00,0.00,0.00,0.00,0.00,1.89,0.32,0.00,21.23,74.24,0.00,0.93,0.04,39470400,0.88,1.35,1.35,1.35,1.89,23.44,24.79,75.21,Undeveloped,Undeveloped,Undeveloped,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,39500000,,0.000,11.095,4.969,0.000,1.000,38.544,2.689,2.000,68.317,8.295,342.115,,,0.41,0.49,0.00,1.258,3.931,,4425.150,196.738,19914.042,,,,576.202,27.718,4404.592,,1014.792,126.905,54.136,6.483,6.828,12.562,13.345,12.839,3.828,,2.823,0.124,1.359,0.233,1.799,1.210,23.92,58.82,17.26,903.343,70.166,50.956,0.618,471.889,13.594,,,,
